PositionThreshold_mm,MatchThreshold,SatisfactionRate
0.01,0.05,4.2
0.01,0.0552631578947368,4.7
0.01,0.0605263157894737,5.2
0.01,0.0657894736842105,5.5
0.01,0.0710526315789474,5.8
0.01,0.0763157894736842,6.3
0.01,0.0815789473684211,7.1
0.01,0.0868421052631579,7.5
0.01,0.0921052631578947,8
0.01,0.0973684210526316,8.4
0.01,0.102631578947368,9.2
0.01,0.107894736842105,9.6
0.01,0.113157894736842,10.4
0.01,0.118421052631579,10.8
0.01,0.123684210526316,11
0.01,0.128947368421053,11.4
0.01,0.134210526315789,11.6
0.01,0.139473684210526,11.9
0.01,0.144736842105263,12.1
0.01,0.15,12.4
0.0110526315789474,0.05,5.6
0.0110526315789474,0.0552631578947368,6.5
0.0110526315789474,0.0605263157894737,7
0.0110526315789474,0.0657894736842105,7.4
0.0110526315789474,0.0710526315789474,8.1
0.0110526315789474,0.0763157894736842,8.9
0.0110526315789474,0.0815789473684211,9.7
0.0110526315789474,0.0868421052631579,10.2
0.0110526315789474,0.0921052631578947,11
0.0110526315789474,0.0973684210526316,11.4
0.0110526315789474,0.102631578947368,12.4
0.0110526315789474,0.107894736842105,13
0.0110526315789474,0.113157894736842,13.9
0.0110526315789474,0.118421052631579,14.8
0.0110526315789474,0.123684210526316,15.1
0.0110526315789474,0.128947368421053,15.8
0.0110526315789474,0.134210526315789,16.1
0.0110526315789474,0.139473684210526,16.4
0.0110526315789474,0.144736842105263,16.6
0.0110526315789474,0.15,17
0.0121052631578947,0.05,7.2
0.0121052631578947,0.0552631578947368,8.5
0.0121052631578947,0.0605263157894737,9.3
0.0121052631578947,0.0657894736842105,9.8
0.0121052631578947,0.0710526315789474,10.7
0.0121052631578947,0.0763157894736842,11.6
0.0121052631578947,0.0815789473684211,12.8
0.0121052631578947,0.0868421052631579,13.3
0.0121052631578947,0.0921052631578947,14.6
0.0121052631578947,0.0973684210526316,15.1
0.0121052631578947,0.102631578947368,16.3
0.0121052631578947,0.107894736842105,17.1
0.0121052631578947,0.113157894736842,18.3
0.0121052631578947,0.118421052631579,19.2
0.0121052631578947,0.123684210526316,19.7
0.0121052631578947,0.128947368421053,20.4
0.0121052631578947,0.134210526315789,20.8
0.0121052631578947,0.139473684210526,21.1
0.0121052631578947,0.144736842105263,21.4
0.0121052631578947,0.15,22
0.0131578947368421,0.05,9.9
0.0131578947368421,0.0552631578947368,11.4
0.0131578947368421,0.0605263157894737,13
0.0131578947368421,0.0657894736842105,13.7
0.0131578947368421,0.0710526315789474,14.6
0.0131578947368421,0.0763157894736842,15.6
0.0131578947368421,0.0815789473684211,17
0.0131578947368421,0.0868421052631579,18
0.0131578947368421,0.0921052631578947,19.8
0.0131578947368421,0.0973684210526316,20.9
0.0131578947368421,0.102631578947368,22.3
0.0131578947368421,0.107894736842105,23.4
0.0131578947368421,0.113157894736842,24.8
0.0131578947368421,0.118421052631579,25.9
0.0131578947368421,0.123684210526316,26.5
0.0131578947368421,0.128947368421053,27.5
0.0131578947368421,0.134210526315789,28
0.0131578947368421,0.139473684210526,28.6
0.0131578947368421,0.144736842105263,29.2
0.0131578947368421,0.15,30.1
0.0142105263157895,0.05,11.8
0.0142105263157895,0.0552631578947368,13.6
0.0142105263157895,0.0605263157894737,15.3
0.0142105263157895,0.0657894736842105,16.6
0.0142105263157895,0.0710526315789474,17.7
0.0142105263157895,0.0763157894736842,19.1
0.0142105263157895,0.0815789473684211,20.7
0.0142105263157895,0.0868421052631579,22
0.0142105263157895,0.0921052631578947,23.9
0.0142105263157895,0.0973684210526316,25.3
0.0142105263157895,0.102631578947368,27
0.0142105263157895,0.107894736842105,28.5
0.0142105263157895,0.113157894736842,30.4
0.0142105263157895,0.118421052631579,32.1
0.0142105263157895,0.123684210526316,32.9
0.0142105263157895,0.128947368421053,34.1
0.0142105263157895,0.134210526315789,34.8
0.0142105263157895,0.139473684210526,35.4
0.0142105263157895,0.144736842105263,36.1
0.0142105263157895,0.15,37.3
0.0152631578947368,0.05,13.9
0.0152631578947368,0.0552631578947368,16
0.0152631578947368,0.0605263157894737,18.1
0.0152631578947368,0.0657894736842105,19.6
0.0152631578947368,0.0710526315789474,21
0.0152631578947368,0.0763157894736842,22.6
0.0152631578947368,0.0815789473684211,24.4
0.0152631578947368,0.0868421052631579,25.7
0.0152631578947368,0.0921052631578947,28.1
0.0152631578947368,0.0973684210526316,29.6
0.0152631578947368,0.102631578947368,31.5
0.0152631578947368,0.107894736842105,33
0.0152631578947368,0.113157894736842,35.4
0.0152631578947368,0.118421052631579,37.2
0.0152631578947368,0.123684210526316,38.7
0.0152631578947368,0.128947368421053,39.9
0.0152631578947368,0.134210526315789,40.7
0.0152631578947368,0.139473684210526,41.5
0.0152631578947368,0.144736842105263,42.4
0.0152631578947368,0.15,43.6
0.0163157894736842,0.05,16.1
0.0163157894736842,0.0552631578947368,18.3
0.0163157894736842,0.0605263157894737,20.5
0.0163157894736842,0.0657894736842105,22.4
0.0163157894736842,0.0710526315789474,24.1
0.0163157894736842,0.0763157894736842,25.8
0.0163157894736842,0.0815789473684211,27.9
0.0163157894736842,0.0868421052631579,29.6
0.0163157894736842,0.0921052631578947,32.6
0.0163157894736842,0.0973684210526316,34.3
0.0163157894736842,0.102631578947368,36.5
0.0163157894736842,0.107894736842105,38.6
0.0163157894736842,0.113157894736842,41.7
0.0163157894736842,0.118421052631579,43.6
0.0163157894736842,0.123684210526316,45.6
0.0163157894736842,0.128947368421053,47.2
0.0163157894736842,0.134210526315789,48.1
0.0163157894736842,0.139473684210526,49.1
0.0163157894736842,0.144736842105263,50.1
0.0163157894736842,0.15,51.4
0.0173684210526316,0.05,17.8
0.0173684210526316,0.0552631578947368,20.3
0.0173684210526316,0.0605263157894737,22.9
0.0173684210526316,0.0657894736842105,24.9
0.0173684210526316,0.0710526315789474,26.8
0.0173684210526316,0.0763157894736842,29.1
0.0173684210526316,0.0815789473684211,31.6
0.0173684210526316,0.0868421052631579,33.9
0.0173684210526316,0.0921052631578947,37.4
0.0173684210526316,0.0973684210526316,39.2
0.0173684210526316,0.102631578947368,41.8
0.0173684210526316,0.107894736842105,43.9
0.0173684210526316,0.113157894736842,47.2
0.0173684210526316,0.118421052631579,49.1
0.0173684210526316,0.123684210526316,51.3
0.0173684210526316,0.128947368421053,53.1
0.0173684210526316,0.134210526315789,54
0.0173684210526316,0.139473684210526,55.2
0.0173684210526316,0.144736842105263,56.6
0.0173684210526316,0.15,57.9
0.0184210526315789,0.05,19.8
0.0184210526315789,0.0552631578947368,22.7
0.0184210526315789,0.0605263157894737,25.5
0.0184210526315789,0.0657894736842105,27.8
0.0184210526315789,0.0710526315789474,30
0.0184210526315789,0.0763157894736842,32.6
0.0184210526315789,0.0815789473684211,36
0.0184210526315789,0.0868421052631579,38.4
0.0184210526315789,0.0921052631578947,42.4
0.0184210526315789,0.0973684210526316,44.5
0.0184210526315789,0.102631578947368,47.4
0.0184210526315789,0.107894736842105,49.6
0.0184210526315789,0.113157894736842,53.4
0.0184210526315789,0.118421052631579,55.7
0.0184210526315789,0.123684210526316,58.2
0.0184210526315789,0.128947368421053,60.3
0.0184210526315789,0.134210526315789,61.4
0.0184210526315789,0.139473684210526,62.8
0.0184210526315789,0.144736842105263,64.3
0.0184210526315789,0.15,65.7
0.0194736842105263,0.05,21.9
0.0194736842105263,0.0552631578947368,25
0.0194736842105263,0.0605263157894737,27.9
0.0194736842105263,0.0657894736842105,30.3
0.0194736842105263,0.0710526315789474,32.5
0.0194736842105263,0.0763157894736842,35.3
0.0194736842105263,0.0815789473684211,38.9
0.0194736842105263,0.0868421052631579,41.6
0.0194736842105263,0.0921052631578947,45.7
0.0194736842105263,0.0973684210526316,48.2
0.0194736842105263,0.102631578947368,51.4
0.0194736842105263,0.107894736842105,53.8
0.0194736842105263,0.113157894736842,57.7
0.0194736842105263,0.118421052631579,60.4
0.0194736842105263,0.123684210526316,63.2
0.0194736842105263,0.128947368421053,65.3
0.0194736842105263,0.134210526315789,66.6
0.0194736842105263,0.139473684210526,68
0.0194736842105263,0.144736842105263,69.8
0.0194736842105263,0.15,71.4
0.0205263157894737,0.05,24
0.0205263157894737,0.0552631578947368,27.4
0.0205263157894737,0.0605263157894737,30.5
0.0205263157894737,0.0657894736842105,33.1
0.0205263157894737,0.0710526315789474,35.6
0.0205263157894737,0.0763157894736842,38.4
0.0205263157894737,0.0815789473684211,42
0.0205263157894737,0.0868421052631579,45.1
0.0205263157894737,0.0921052631578947,49.3
0.0205263157894737,0.0973684210526316,52.2
0.0205263157894737,0.102631578947368,55.6
0.0205263157894737,0.107894736842105,58.2
0.0205263157894737,0.113157894736842,62.1
0.0205263157894737,0.118421052631579,64.8
0.0205263157894737,0.123684210526316,67.7
0.0205263157894737,0.128947368421053,70
0.0205263157894737,0.134210526315789,71.3
0.0205263157894737,0.139473684210526,72.8
0.0205263157894737,0.144736842105263,74.6
0.0205263157894737,0.15,76.2
0.0215789473684211,0.05,25.1
0.0215789473684211,0.0552631578947368,28.8
0.0215789473684211,0.0605263157894737,31.9
0.0215789473684211,0.0657894736842105,34.8
0.0215789473684211,0.0710526315789474,37.4
0.0215789473684211,0.0763157894736842,40.5
0.0215789473684211,0.0815789473684211,44.3
0.0215789473684211,0.0868421052631579,47.6
0.0215789473684211,0.0921052631578947,51.8
0.0215789473684211,0.0973684210526316,54.9
0.0215789473684211,0.102631578947368,58.4
0.0215789473684211,0.107894736842105,61.1
0.0215789473684211,0.113157894736842,65.1
0.0215789473684211,0.118421052631579,68
0.0215789473684211,0.123684210526316,70.9
0.0215789473684211,0.128947368421053,73.2
0.0215789473684211,0.134210526315789,74.5
0.0215789473684211,0.139473684210526,76.2
0.0215789473684211,0.144736842105263,78.1
0.0215789473684211,0.15,79.7
0.0226315789473684,0.05,25.6
0.0226315789473684,0.0552631578947368,29.3
0.0226315789473684,0.0605263157894737,32.5
0.0226315789473684,0.0657894736842105,35.6
0.0226315789473684,0.0710526315789474,38.4
0.0226315789473684,0.0763157894736842,41.6
0.0226315789473684,0.0815789473684211,45.5
0.0226315789473684,0.0868421052631579,48.8
0.0226315789473684,0.0921052631578947,53
0.0226315789473684,0.0973684210526316,56.1
0.0226315789473684,0.102631578947368,59.8
0.0226315789473684,0.107894736842105,62.6
0.0226315789473684,0.113157894736842,66.8
0.0226315789473684,0.118421052631579,69.8
0.0226315789473684,0.123684210526316,72.8
0.0226315789473684,0.128947368421053,75.1
0.0226315789473684,0.134210526315789,76.4
0.0226315789473684,0.139473684210526,78.2
0.0226315789473684,0.144736842105263,80.1
0.0226315789473684,0.15,81.7
0.0236842105263158,0.05,26.2
0.0236842105263158,0.0552631578947368,30
0.0236842105263158,0.0605263157894737,33.3
0.0236842105263158,0.0657894736842105,36.5
0.0236842105263158,0.0710526315789474,39.3
0.0236842105263158,0.0763157894736842,42.6
0.0236842105263158,0.0815789473684211,46.5
0.0236842105263158,0.0868421052631579,49.9
0.0236842105263158,0.0921052631578947,54.2
0.0236842105263158,0.0973684210526316,57.4
0.0236842105263158,0.102631578947368,61.1
0.0236842105263158,0.107894736842105,64
0.0236842105263158,0.113157894736842,68.3
0.0236842105263158,0.118421052631579,71.3
0.0236842105263158,0.123684210526316,74.4
0.0236842105263158,0.128947368421053,76.8
0.0236842105263158,0.134210526315789,78.1
0.0236842105263158,0.139473684210526,80.1
0.0236842105263158,0.144736842105263,82
0.0236842105263158,0.15,83.6
0.0247368421052632,0.05,26.5
0.0247368421052632,0.0552631578947368,30.5
0.0247368421052632,0.0605263157894737,33.9
0.0247368421052632,0.0657894736842105,37.2
0.0247368421052632,0.0710526315789474,40
0.0247368421052632,0.0763157894736842,43.4
0.0247368421052632,0.0815789473684211,47.5
0.0247368421052632,0.0868421052631579,50.9
0.0247368421052632,0.0921052631578947,55.5
0.0247368421052632,0.0973684210526316,58.8
0.0247368421052632,0.102631578947368,62.5
0.0247368421052632,0.107894736842105,65.5
0.0247368421052632,0.113157894736842,69.8
0.0247368421052632,0.118421052631579,72.9
0.0247368421052632,0.123684210526316,76
0.0247368421052632,0.128947368421053,78.4
0.0247368421052632,0.134210526315789,79.7
0.0247368421052632,0.139473684210526,81.7
0.0247368421052632,0.144736842105263,83.6
0.0247368421052632,0.15,85.3
0.0257894736842105,0.05,26.8
0.0257894736842105,0.0552631578947368,30.9
0.0257894736842105,0.0605263157894737,34.3
0.0257894736842105,0.0657894736842105,37.7
0.0257894736842105,0.0710526315789474,40.6
0.0257894736842105,0.0763157894736842,44.1
0.0257894736842105,0.0815789473684211,48.2
0.0257894736842105,0.0868421052631579,51.6
0.0257894736842105,0.0921052631578947,56.2
0.0257894736842105,0.0973684210526316,59.5
0.0257894736842105,0.102631578947368,63.2
0.0257894736842105,0.107894736842105,66.2
0.0257894736842105,0.113157894736842,70.5
0.0257894736842105,0.118421052631579,73.7
0.0257894736842105,0.123684210526316,76.8
0.0257894736842105,0.128947368421053,79.3
0.0257894736842105,0.134210526315789,80.6
0.0257894736842105,0.139473684210526,82.6
0.0257894736842105,0.144736842105263,84.5
0.0257894736842105,0.15,86.2
0.0268421052631579,0.05,27.1
0.0268421052631579,0.0552631578947368,31.2
0.0268421052631579,0.0605263157894737,34.6
0.0268421052631579,0.0657894736842105,38
0.0268421052631579,0.0710526315789474,40.9
0.0268421052631579,0.0763157894736842,44.4
0.0268421052631579,0.0815789473684211,48.5
0.0268421052631579,0.0868421052631579,51.9
0.0268421052631579,0.0921052631578947,56.5
0.0268421052631579,0.0973684210526316,59.8
0.0268421052631579,0.102631578947368,63.5
0.0268421052631579,0.107894736842105,66.6
0.0268421052631579,0.113157894736842,70.9
0.0268421052631579,0.118421052631579,74.2
0.0268421052631579,0.123684210526316,77.3
0.0268421052631579,0.128947368421053,79.8
0.0268421052631579,0.134210526315789,81.1
0.0268421052631579,0.139473684210526,83.1
0.0268421052631579,0.144736842105263,85.1
0.0268421052631579,0.15,86.8
0.0278947368421053,0.05,27.1
0.0278947368421053,0.0552631578947368,31.2
0.0278947368421053,0.0605263157894737,34.6
0.0278947368421053,0.0657894736842105,38
0.0278947368421053,0.0710526315789474,40.9
0.0278947368421053,0.0763157894736842,44.4
0.0278947368421053,0.0815789473684211,48.5
0.0278947368421053,0.0868421052631579,51.9
0.0278947368421053,0.0921052631578947,56.5
0.0278947368421053,0.0973684210526316,59.8
0.0278947368421053,0.102631578947368,63.5
0.0278947368421053,0.107894736842105,66.6
0.0278947368421053,0.113157894736842,71
0.0278947368421053,0.118421052631579,74.3
0.0278947368421053,0.123684210526316,77.4
0.0278947368421053,0.128947368421053,79.9
0.0278947368421053,0.134210526315789,81.2
0.0278947368421053,0.139473684210526,83.2
0.0278947368421053,0.144736842105263,85.2
0.0278947368421053,0.15,86.9
0.0289473684210526,0.05,27.2
0.0289473684210526,0.0552631578947368,31.3
0.0289473684210526,0.0605263157894737,34.7
0.0289473684210526,0.0657894736842105,38.1
0.0289473684210526,0.0710526315789474,41
0.0289473684210526,0.0763157894736842,44.5
0.0289473684210526,0.0815789473684211,48.6
0.0289473684210526,0.0868421052631579,52
0.0289473684210526,0.0921052631578947,56.6
0.0289473684210526,0.0973684210526316,59.9
0.0289473684210526,0.102631578947368,63.6
0.0289473684210526,0.107894736842105,66.7
0.0289473684210526,0.113157894736842,71.1
0.0289473684210526,0.118421052631579,74.4
0.0289473684210526,0.123684210526316,77.5
0.0289473684210526,0.128947368421053,80
0.0289473684210526,0.134210526315789,81.3
0.0289473684210526,0.139473684210526,83.3
0.0289473684210526,0.144736842105263,85.3
0.0289473684210526,0.15,87
0.03,0.05,27.2
0.03,0.0552631578947368,31.3
0.03,0.0605263157894737,34.7
0.03,0.0657894736842105,38.1
0.03,0.0710526315789474,41
0.03,0.0763157894736842,44.5
0.03,0.0815789473684211,48.6
0.03,0.0868421052631579,52
0.03,0.0921052631578947,56.6
0.03,0.0973684210526316,59.9
0.03,0.102631578947368,63.6
0.03,0.107894736842105,66.7
0.03,0.113157894736842,71.1
0.03,0.118421052631579,74.4
0.03,0.123684210526316,77.5
0.03,0.128947368421053,80
0.03,0.134210526315789,81.3
0.03,0.139473684210526,83.3
0.03,0.144736842105263,85.3
0.03,0.15,87
